20 0,20 0,20 0,20 0,20 0,20 0,20 0
degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0
n:20,n:20,n:20,n:20,n:20,n:20,n:20
dominated:5 5 5 5 6 5 7 7 7 7 7 8 10 9 10 14 11 13 10 9 ,dominated:5 5 5 7 5 7 7 7 7 9 6 9 7 9 10 12 12 10 9 12 ,dominated:5 5 5 6 6 6 6 8 6 8 7 9 8 12 8 12 11 14 8 10 ,dominated:5 5 5 5 5 7 7 8 6 5 6 8 12 9 12 10 11 13 12 9 ,dominated:5 5 6 5 6 5 6 7 5 7 8 9 8 11 11 11 10 11 13 11 ,dominated:5 5 5 5 8 6 5 8 7 8 7 8 11 10 10 12 9 13 8 10 ,dominated:5 5 6 5 6 6 6 8 8 5 8 9 7 12 10 10 10 10 13 11 
31,31,28,30,26,26,29
878669,892567,894341,855569,866261,880319,875701
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9,5,5,8,1,11,1
265,196,277,206,136,282,142
2764,2645,2937,2167,2080,2788,2111
13931,14488,14758,11758,12212,14037,12552
42651,44833,44841,38365,40000,42982,41214
89780,93337,93317,84261,86908,90265,89086
139714,143278,143498,134716,137431,140116,139847
168073,170535,170912,164804,166744,168278,168565
160559,161778,162093,159013,160008,160624,160975
123566,123996,124160,123048,123412,123578,123773
76978,77081,77136,76861,76952,76979,77043
38684,38699,38710,38668,38682,38684,38696
15499,15500,15501,15498,15499,15499,15500
4845,4845,4845,4845,4845,4845,4845
1140,1140,1140,1140,1140,1140,1140
190,190,190,190,190,190,190
20,20,20,20,20,20,20
1,1,1,1,1,1,1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

25 0,25 0,25 0,25 0,25 0,25 0,25 0
degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0
n:25,n:25,n:25,n:25,n:25,n:25,n:25
dominated:5 5 6 5 5 6 6 7 5 9 6 7 9 8 5 11 9 11 7 11 15 13 12 10 12 ,dominated:5 5 5 5 6 5 5 7 7 7 7 9 9 6 10 7 10 11 11 12 12 13 7 9 15 ,dominated:5 5 7 5 6 5 6 6 6 6 7 9 6 7 9 6 9 11 9 14 10 17 11 11 12 ,dominated:5 5 5 5 5 6 5 6 6 6 10 7 8 10 9 13 9 11 9 9 10 11 11 13 11 ,dominated:5 5 5 5 6 6 6 6 5 8 6 7 6 7 9 9 12 14 13 9 11 12 10 11 12 ,dominated:5 6 5 6 7 6 6 7 5 8 7 6 8 7 9 10 8 14 9 12 8 13 12 13 8 ,dominated:5 5 5 6 5 7 6 6 5 6 8 8 11 6 5 9 9 12 12 14 11 11 13 10 10 
614,625,625,605,619,659,593
26480613,26616233,26846807,26696237,26705503,27741453,26516301
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,1
12,13,19,26,59,12,57
682,631,719,940,1218,740,1302
10404,9660,10083,11863,12588,12265,13753
73773,71305,72571,79427,79018,88578,83147
313104,311547,315713,329647,324065,370204,328892
907159,914907,927558,940780,928755,1042842,923893
1938488,1961714,1989572,1985700,1973567,2160471,1948479
3210014,3244171,3287611,3257257,3253911,3475972,3210213
4257787,4291033,4340535,4292394,4300048,4499748,4251643
4625586,4648951,4691363,4644382,4657295,4796102,4618666
4175808,4188041,4215799,4183350,4194495,4269603,4171272
